9.999999999999977796e-01,1.543868183631746660e-01,9.128987322846957020e-02,4.600083161651059571e-01,4.262468850886188543e-01,1.100126773601158535e-02,9.076087966641387117e-02,7.874885496269511120e-02,5.188393353729301577e-02,7.471512528182966406e-02,2.204303465221350566e-01,2.350999717016107882e-01,1.620366489412678190e-01,5.531359522082997075e-03,1.199730822579373885e-01,9.942113585847631163e-02,1.788452849736189010e-01,8.188233070485845255e-02,1.758562626686183961e-01,2.314695872933189291e-01,4.287692293172093994e-01,1.827951154004994749e-01
1.543868183631744717e-01,9.999999999999986677e-01,9.425622393077204286e-02,3.334713411271049144e-01,2.622803561881004719e-01,1.589824665665098445e-03,3.352344997816529282e-01,8.649313492180402130e-02,1.752701512492035874e-02,3.597076033819410212e-01,5.327071316453926147e-02,3.524432144511729925e-02,3.053961772592539425e-01,3.102734887117815192e-03,2.343569851634716150e-01,2.525272426890438071e-01,7.255746339224247721e-02,1.284094522381625803e-01,4.936296442069673662e-01,4.837774410404364067e-01,3.742916673013689244e-01,2.218318431970845717e-01
9.128987322846950081e-02,9.425622393077218164e-02,9.999999999999986677e-01,1.238462710666433375e-01,2.174720234718768297e-01,8.539138280047654794e-02,2.355732305276531102e-01,3.494458630521079523e-01,5.792497297860566691e-02,1.292928718494772145e-01,2.567789264727970977e-02,9.144105096237446480e-05,2.582963206339140005e-01,3.297270540354703128e-01,6.358273550448466371e-02,3.150584124614623782e-01,4.766042359352580526e-02,9.987881068997535305e-02,2.608567650133548077e-01,4.371644009501076122e-01,3.347519504240610289e-01,1.167919868504653236e-01
4.600083161651059571e-01,3.334713411271049144e-01,1.238462710666433791e-01,9.999999999999982236e-01,7.287253245145788316e-01,1.283417218626057383e-03,2.983914765498700827e-01,1.741402064809804973e-01,5.250745895449678013e-02,5.483938268099393387e-02,2.343833273837825082e-01,1.203110628474419325e-01,9.745890773859859635e-02,6.821508710246493301e-02,2.422199008445553303e-01,3.801167037023019113e-02,3.036871206752210228e-01,3.360832615814489666e-01,3.352421881634490841e-01,3.726677898879870443e-01,4.097410886280019593e-01,2.026568631449040814e-01
4.262468850886188543e-01,2.622803561881003609e-01,2.174720234718767187e-01,7.287253245145787206e-01,9.999999999999986677e-01,1.956314534198590194e-02,3.030707099590530529e-01,2.434396248176518840e-01,6.455624337879556363e-02,5.992896963966616586e-02,2.543425738885600196e-01,1.437571385311419980e-01,1.499220753187671673e-01,8.949502471923999683e-03,3.264307730045659106e-01,6.610068784051357019e-03,1.961353152943959011e-01,2.308286910619081755e-01,4.696338764155768009e-01,3.719993065060537840e-01,3.772981857833896391e-01,2.551319787636576741e-01
1.100126773601159055e-02,1.589824665665089988e-03,8.539138280047649243e-02,1.283417218626050011e-03,1.956314534198588459e-02,9.999999999999991118e-01,3.780554436879794700e-02,1.905604470199645170e-02,2.365023807243078480e-01,1.202900945314798187e-01,2.937251975068860821e-01,1.080981187656380460e-01,2.677712861336114733e-02,7.128023054594555263e-02,3.554271870580222870e-01,2.021287139676905889e-02,2.283757554144698332e-01,3.810833915179498987e-01,4.441940354596491530e-02,4.891924765023757810e-02,2.314625472388395170e-03,2.598982479823111480e-01
9.076087966641384341e-02,3.352344997816526506e-01,2.355732305276532768e-01,2.983914765498700827e-01,3.030707099590528308e-01,3.780554436879794700e-02,9.999999999999984457e-01,5.729956867961814027e-01,1.828984817403430108e-01,4.749076371872752722e-02,9.025711080776431527e-02,3.622919402463207206e-01,6.291763260791570778e-01,1.151915079157481495e-02,3.067429848549126370e-01,4.215311790662615993e-02,1.643253763681969126e-02,1.907306301545093619e-01,2.104596257991266373e-01,1.213731929624659034e-01,2.362801430286982363e-01,1.958010370857387050e-01
7.874885496269516671e-02,8.649313492180402130e-02,3.494458630521077858e-01,1.741402064809803585e-01,2.434396248176519950e-01,1.905604470199648293e-02,5.729956867961811806e-01,9.999999999999991118e-01,3.347394338256330926e-01,3.971426420197540774e-02,3.197002930645164165e-01,3.156469189438971812e-01,5.402500591439564070e-01,2.351238141690592254e-01,5.498183394007642028e-02,7.471515456794196319e-02,1.000493863693984326e-01,3.495769133910571480e-02,1.144842926190159788e-01,1.230208887104598942e-01,2.901886124219017482e-01,2.550617185381164331e-01
5.188393353729301577e-02,1.752701512492034139e-02,5.792497297860572242e-02,5.250745895449675932e-02,6.455624337879559138e-02,2.365023807243077369e-01,1.828984817403430108e-01,3.347394338256329815e-01,9.999999999999977796e-01,1.978173337167088153e-01,4.998375845328306144e-01,1.927473988609026967e-01,1.356854547932119515e-01,1.224135252147480341e-01,1.684837806950662820e-01,2.217154261535318194e-01,6.125069363930493033e-02,3.912677829101326998e-01,6.597513735209006858e-02,1.680293838954109373e-02,8.694493993005666943e-02,1.108829786413830926e-01
7.471512528182966406e-02,3.597076033819411323e-01,1.292928718494773255e-01,5.483938268099396163e-02,5.992896963966616586e-02,1.202900945314797909e-01,4.749076371872756192e-02,3.971426420197537305e-02,1.978173337167088153e-01,9.999999999999988898e-01,1.989042134229488668e-01,5.404095586476813373e-02,1.976656351928424427e-01,1.344000989823250780e-01,2.182877130580834768e-02,5.785832494725970943e-01,2.268362073714064731e-01,2.098825367449332069e-01,2.524100821984773813e-01,2.911211173483554404e-01,2.850995405253163861e-01,3.169246255898278825e-04
