2.485464096069335938e+00,1.918592572212219238e+00,2.296469688415527344e+00,1.846037507057189941e+00,1.940852880477905273e+00,1.737976431846618652e+00,1.940152764320373535e+00,1.786866068840026855e+00,1.912108540534973145e+00,1.555664062500000000e+00,2.181648969650268555e+00,2.127932548522949219e+00,1.898868083953857422e+00,2.204304456710815430e+00,1.677139043807983398e+00,1.692989706993103027e+00,1.426350474357604980e+00,1.849105477333068848e+00,2.121743440628051758e+00,1.921566843986511230e+00,1.812747955322265625e+00,1.643076777458190918e+00
1.918592572212219238e+00,2.476762533187866211e+00,2.578543424606323242e+00,1.647716760635375977e+00,1.604847669601440430e+00,1.676214456558227539e+00,1.926771521568298340e+00,1.943344354629516602e+00,1.872926354408264160e+00,2.045604467391967773e+00,2.170185327529907227e+00,1.873100399971008301e+00,1.997655868530273438e+00,2.579455614089965820e+00,1.620540618896484375e+00,2.210434675216674805e+00,1.808802247047424316e+00,1.763691902160644531e+00,2.355906009674072266e+00,2.256458997726440430e+00,2.181458950042724609e+00,1.696290135383605957e+00
2.296469688415527344e+00,2.578543424606323242e+00,2.976140022277832031e+00,1.910063147544860840e+00,1.911092162132263184e+00,1.749273777008056641e+00,2.179250717163085938e+00,2.181684970855712891e+00,1.914422392845153809e+00,2.085979223251342773e+00,2.434939146041870117e+00,2.105547428131103516e+00,2.251212120056152344e+00,2.998171091079711914e+00,1.800436377525329590e+00,2.240706205368041992e+00,1.898549556732177734e+00,1.856202840805053711e+00,2.580500125885009766e+00,2.362753152847290039e+00,2.320533275604248047e+00,1.907942771911621094e+00
1.846037507057189941e+00,1.647716760635375977e+00,1.910063147544860840e+00,1.570009231567382812e+00,1.623685836791992188e+00,1.396545767784118652e+00,1.634839415550231934e+00,1.577105164527893066e+00,1.493595838546752930e+00,1.450205564498901367e+00,1.712765216827392578e+00,1.639521360397338867e+00,1.656703114509582520e+00,1.933705568313598633e+00,1.412303209304809570e+00,1.521030783653259277e+00,1.366316676139831543e+00,1.499050974845886230e+00,1.754081606864929199e+00,1.615375280380249023e+00,1.589725375175476074e+00,1.449303984642028809e+00
1.940852880477905273e+00,1.604847669601440430e+00,1.911092162132263184e+00,1.623685836791992188e+00,1.704249262809753418e+00,1.392454504966735840e+00,1.661043286323547363e+00,1.578171133995056152e+00,1.500639438629150391e+00,1.419206857681274414e+00,1.714119911193847656e+00,1.672643184661865234e+00,1.684126734733581543e+00,1.951764345169067383e+00,1.406149864196777344e+00,1.489973306655883789e+00,1.333345174789428711e+00,1.526077508926391602e+00,1.756785273551940918e+00,1.596315026283264160e+00,1.570785880088806152e+00,1.443040132522583008e+00
1.737976431846618652e+00,1.676214456558227539e+00,1.749273777008056641e+00,1.396545767784118652e+00,1.392454504966735840e+00,1.562495470046997070e+00,1.518133044242858887e+00,1.461568832397460938e+00,1.652603626251220703e+00,1.397480130195617676e+00,1.773644328117370605e+00,1.686966657638549805e+00,1.461617588996887207e+00,1.605698466300964355e+00,1.478961348533630371e+00,1.498723387718200684e+00,1.313518762588500977e+00,1.524118304252624512e+00,1.685802340507507324e+00,1.639485359191894531e+00,1.539007782936096191e+00,1.414274215698242188e+00
1.940152764320373535e+00,1.926771521568298340e+00,2.179250717163085938e+00,1.634839415550231934e+00,1.661043286323547363e+00,1.518133044242858887e+00,1.770195841789245605e+00,1.730633974075317383e+00,1.642194628715515137e+00,1.641769289970397949e+00,1.916305065155029297e+00,1.768603324890136719e+00,1.800143718719482422e+00,2.184123039245605469e+00,1.521283507347106934e+00,1.742416024208068848e+00,1.519279956817626953e+00,1.610312223434448242e+00,1.983078956604003906e+00,1.841738343238830566e+00,1.799484252929687500e+00,1.567208886146545410e+00
1.786866068840026855e+00,1.943344354629516602e+00,2.181684970855712891e+00,1.577105164527893066e+00,1.578171133995056152e+00,1.461568832397460938e+00,1.730633974075317383e+00,1.740376949310302734e+00,1.546069264411926270e+00,1.669184803962707520e+00,1.869781613349914551e+00,1.676034569740295410e+00,1.773569583892822266e+00,2.198815345764160156e+00,1.513403296470642090e+00,1.750454783439636230e+00,1.573320388793945312e+00,1.519740700721740723e+00,1.946694612503051758e+00,1.818840980529785156e+00,1.805265426635742188e+00,1.584450006484985352e+00
1.912108540534973145e+00,1.872926354408264160e+00,1.914422392845153809e+00,1.493595838546752930e+00,1.500639438629150391e+00,1.652603626251220703e+00,1.642194628715515137e+00,1.546069264411926270e+00,1.852156043052673340e+00,1.554955482482910156e+00,1.890103936195373535e+00,1.811689615249633789e+00,1.612640619277954102e+00,1.804600119590759277e+00,1.478929400444030762e+00,1.702837824821472168e+00,1.376952290534973145e+00,1.709351062774658203e+00,1.892659544944763184e+00,1.837093591690063477e+00,1.699457645416259766e+00,1.425659179687500000e+00
1.555664062500000000e+00,2.045604467391967773e+00,2.085979223251342773e+00,1.450205564498901367e+00,1.419206857681274414e+00,1.397480130195617676e+00,1.641769289970397949e+00,1.669184803962707520e+00,1.554955482482910156e+00,1.812808990478515625e+00,1.725259900093078613e+00,1.522660851478576660e+00,1.739292621612548828e+00,2.176900625228881836e+00,1.359513878822326660e+00,1.917096614837646484e+00,1.615766763687133789e+00,1.516407608985900879e+00,1.946437597274780273e+00,1.881584763526916504e+00,1.857541561126708984e+00,1.454846382141113281e+00
2.181648969650268555e+00,2.170185327529907227e+00,2.434939146041870117e+00,1.712765216827392578e+00,1.714119911193847656e+00,1.773644328117370605e+00,1.916305065155029297e+00,1.869781613349914551e+00,1.890103936195373535e+00,1.725259900093078613e+00,2.261603593826293945e+00,2.047336578369140625e+00,1.879091620445251465e+00,2.284053087234497070e+00,1.759284615516662598e+00,1.864413619041442871e+00,1.610325813293457031e+00,1.761943340301513672e+00,2.197011232376098633e+00,2.057870388031005859e+00,1.958877921104431152e+00,1.741941690444946289e+00
2.127932548522949219e+00,1.873100399971008301e+00,2.105547428131103516e+00,1.639521360397338867e+00,1.672643184661865234e+00,1.686966657638549805e+00,1.768603324890136719e+00,1.676034569740295410e+00,1.811689615249633789e+00,1.522660851478576660e+00,2.047336578369140625e+00,1.946662425994873047e+00,1.716401219367980957e+00,1.969951748847961426e+00,1.627955436706542969e+00,1.646037817001342773e+00,1.418254733085632324e+00,1.704369425773620605e+00,1.962988376617431641e+00,1.838218808174133301e+00,1.732611179351806641e+00,1.580048561096191406e+00
1.898868083953857422e+00,1.997655868530273438e+00,2.251212120056152344e+00,1.656703114509582520e+00,1.684126734733581543e+00,1.461617588996887207e+00,1.800143718719482422e+00,1.773569583892822266e+00,1.612640619277954102e+00,1.739292621612548828e+00,1.879091620445251465e+00,1.716401219367980957e+00,1.879383325576782227e+00,2.342963457107543945e+00,1.467059254646301270e+00,1.840533971786499023e+00,1.579920172691345215e+00,1.613221406936645508e+00,2.042928218841552734e+00,1.890198469161987305e+00,1.869613051414489746e+00,1.557278037071228027e+00
2.204304456710815430e+00,2.579455614089965820e+00,2.998171091079711914e+00,1.933705568313598633e+00,1.951764345169067383e+00,1.605698466300964355e+00,2.184123039245605469e+00,2.198815345764160156e+00,1.804600119590759277e+00,2.176900625228881836e+00,2.284053087234497070e+00,1.969951748847961426e+00,2.342963457107543945e+00,3.202749729156494141e+00,1.665155053138732910e+00,2.319067955017089844e+00,1.940000653266906738e+00,1.820949435234069824e+00,2.594105005264282227e+00,2.350618839263916016e+00,2.357077836990356445e+00,1.844705820083618164e+00
1.677139043807983398e+00,1.620540618896484375e+00,1.800436377525329590e+00,1.412303209304809570e+00,1.406149864196777344e+00,1.478961348533630371e+00,1.521283507347106934e+00,1.513403296470642090e+00,1.478929400444030762e+00,1.359513878822326660e+00,1.759284615516662598e+00,1.627955436706542969e+00,1.467059254646301270e+00,1.665155053138732910e+00,1.529198408126831055e+00,1.419934272766113281e+00,1.355139017105102539e+00,1.395946145057678223e+00,1.634879350662231445e+00,1.558393836021423340e+00,1.512824296951293945e+00,1.497074484825134277e+00
1.692989706993103027e+00,2.210434675216674805e+00,2.240706205368041992e+00,1.521030783653259277e+00,1.489973306655883789e+00,1.498723387718200684e+00,1.742416024208068848e+00,1.750454783439636230e+00,1.702837824821472168e+00,1.917096614837646484e+00,1.864413619041442871e+00,1.646037817001342773e+00,1.840533971786499023e+00,2.319067955017089844e+00,1.419934272766113281e+00,2.055270195007324219e+00,1.672466516494750977e+00,1.639010071754455566e+00,2.106699705123901367e+00,2.035484313964843750e+00,1.982114195823669434e+00,1.507209658622741699e+00
1.426350474357604980e+00,1.808802247047424316e+00,1.898549556732177734e+00,1.366316676139831543e+00,1.333345174789428711e+00,1.313518762588500977e+00,1.519279956817626953e+00,1.573320388793945312e+00,1.376952290534973145e+00,1.615766763687133789e+00,1.610325813293457031e+00,1.418254733085632324e+00,1.579920172691345215e+00,1.940000653266906738e+00,1.355139017105102539e+00,1.672466516494750977e+00,1.526111602783203125e+00,1.350030422210693359e+00,1.725878000259399414e+00,1.664605021476745605e+00,1.670269012451171875e+00,1.437488317489624023e+00
1.849105477333068848e+00,1.763691902160644531e+00,1.856202840805053711e+00,1.499050974845886230e+00,1.526077508926391602e+00,1.524118304252624512e+00,1.610312223434448242e+00,1.519740700721740723e+00,1.709351062774658203e+00,1.516407608985900879e+00,1.761943340301513672e+00,1.704369425773620605e+00,1.613221406936645508e+00,1.820949435234069824e+00,1.395946145057678223e+00,1.639010071754455566e+00,1.350030422210693359e+00,1.632709383964538574e+00,1.816868662834167480e+00,1.737616300582885742e+00,1.639844655990600586e+00,1.381757736206054688e+00
2.121743440628051758e+00,2.355906009674072266e+00,2.580500125885009766e+00,1.754081606864929199e+00,1.756785273551940918e+00,1.685802340507507324e+00,1.983078956604003906e+00,1.946694612503051758e+00,1.892659544944763184e+00,1.946437597274780273e+00,2.197011232376098633e+00,1.962988376617431641e+00,2.042928218841552734e+00,2.594105005264282227e+00,1.634879350662231445e+00,2.106699705123901367e+00,1.725878000259399414e+00,1.816868662834167480e+00,2.352779388427734375e+00,2.200877428054809570e+00,2.124028682708740234e+00,1.700127720832824707e+00
